R_0_start,k,x0,R_0_end,prob_I_to_C,prob_C_to_D,s
2.3508051486484054,2.503284335546495,86.87094567591556,1.6919753067667775,0.037853085696908796,0.5487504746403206,0.0033079411374313194
3.00001613995196,2.499999890797464,90.00358142053618,0.9009261804078625,0.05000109029969515,0.4999984814659511,0.0029998261368251486
2.268997185697618,2.5005315948480784,92.9096079296409,0.8969024713516154,0.05374483336633662,0.5662934535776927,0.003610548323586096
2.8783855758307766,2.500029160645374,87.26835932885469,0.6099557697924605,0.04751641799464147,0.47378642237303153,0.0035158665387635436
2.2907691014352496,2.4997044698859163,90.36756448506179,1.3163913696709173,0.04824121018769433,0.5082570003805813,0.00464784963019081
2.3497708848089984,2.502712164995717,86.55949979910929,1.098231854876152,0.05524024872089117,0.47791123522651363,0.003569218805023019
2.8098729774430735,2.500162244328409,98.8931333630655,0.7025406492359757,0.04972331326160539,0.46052131025614435,0.0025896580751969276
2.4319877011949766,2.5011136774376,89.26432215118807,0.46391828009000075,0.04883885875233257,0.5364077489077916,0.0034268533533264125
2.2490553346558944,2.5033910621014495,99.13396770966575,1.4416995716194019,0.0632257865378304,0.48176190292910753,0.0010807360968711841
3.000849766607902,2.4999775088518867,90.17751164578908,0.8804595255573602,0.04999434703440469,0.5000825763428841,0.0029829499124878543
2.575710073768782,2.5016171723613816,78.51035316910523,1.214959882853466,0.05507139397810525,0.4740159477508061,0.0015742928771853297
2.998927729489396,2.500020342376901,90.0128948100362,0.9012504134053947,0.05003956862074622,0.5002282684098568,0.0030040451088249364
2.1005415354438575,2.5011262942863484,89.29218116021765,1.8926111054870214,0.04737487733607606,0.5518537131616854,0.0029225372413767044
2.9970474576952375,2.4998828430392876,90.07399901446473,0.8948960745417351,0.05000486952289697,0.5095188961586691,0.002995867741985653
2.173762606253518,2.502649511599539,104.55049105405357,1.5404927013282075,0.049107544533468654,0.5189608193990639,0.004155507938219087
2.886638050166635,2.5009905588447774,91.4770237205446,0.8718345596277886,0.04902099766086728,0.49466331508777184,0.002978792271859173
2.32276105714442,2.5011587118270984,89.50786554840047,1.08792152586746,0.05322025773273121,0.45730806241006583,0.00390228733416131
2.456274330087729,2.5024238778548433,84.26793152543456,1.2099492666715737,0.049837101441215496,0.5037074859936285,0.0034498016730477405
2.946999893012306,2.5005812506960043,90.65432205777293,1.0127526360762367,0.049928522483847,0.4787871238938872,0.003028677706373068
2.2108008353733526,2.504247278188795,91.68175203204781,1.366822637258923,0.034108505634358216,0.4166586660035931,0.005236860438332888
3.0002499766055326,2.4999957546627325,90.05503376106392,0.8999242123413658,0.04999957307568465,0.5000178045475279,0.0030008326567590228
2.9995486248065064,2.4999998012179834,89.99533440593702,0.9053215258303371,0.050000496689575576,0.4999970898558079,0.0030002808815741376
2.421512949989355,2.502363636780798,87.24540279352749,1.1150347583328368,0.054520013416252615,0.502907114766272,0.0014960160562403468
2.5387544718036743,2.5014081027643256,89.1412459968803,1.0339048078744217,0.05531823924486596,0.510987513725463,0.0032149937831157304
2.4237414096853835,2.503125087432705,90.24099343317849,0.9205330426540712,0.054295432819163394,0.5271439906907912,0.003075000857690637
2.3196373793331175,2.498688154264296,91.87813172403179,1.1217469385528607,0.051006972953472555,0.5219784136739438,0.0038970581258883905
2.7554422024299625,2.499832028562088,90.04616225510411,0.8516606089433691,0.050015154042959004,0.5036870390654765,0.004323557289850094
3.000254401384277,2.4999964071993914,89.98906997193218,0.9062794618758205,0.049997051200985784,0.49997412303454447,0.0029997491718316434
2.4311920110584064,2.501240352134918,89.5237035023625,0.9260691902823397,0.04847956629485975,0.5399897815359823,0.0035607294704160727
3.0000931324639013,2.500000041565703,90.00144669707528,0.900506763748419,0.05000020634237623,0.500004233012737,0.0030009629467389713
2.4239750951820893,2.50051601337881,84.6024257064225,1.2566798660396157,0.05200598637309065,0.5921632734494944,0.002938390354117913
2.265758843325615,2.4989251141137836,95.29789558035525,0.9475422157546047,0.0513334258461709,0.5318421173888246,0.004240016916393092
3.000037261330638,2.500262400550636,89.83907634731646,0.8998536601508034,0.05003521601450816,0.4973724497322141,0.002704493080706279
2.5851101145956243,2.5042017586768606,96.40398262100985,0.7400291983028588,0.050168800999647115,0.510212764309935,0.0040488855759231645
3.0002785598896757,2.499989965330134,90.25022875420463,0.8646020553793541,0.04997081072792078,0.4996768603723281,0.0029938511885294647
2.112647240380835,2.505033849077262,108.98070678929007,1.8746420560450239,0.053491321135103576,0.05000336614034767,0.009943084646719093
2.7745476824876123,2.4999611296541433,90.66733302317118,0.8911944416253881,0.05199222711060502,0.5141578460754097,0.0022406853927180548
2.2483819020536036,2.501371550575411,94.97493279275788,1.4464715085684823,0.049668494302673144,0.5047078758504547,0.003023876639403431
2.997052917395239,2.5001460375127444,89.14523595465548,0.9677083771461865,0.05002386460292898,0.5195411066346226,0.0030045947931676346
2.4401569153878184,2.49976424310684,58.546356633826605,1.7358539456518083,0.05200401765965888,0.5854968032325196,0.004322672916318693
2.2179360374539865,2.499767847512796,94.64711328579625,1.3754536442038887,0.05266052755882417,0.45688925603008756,0.0033883862695641303
2.2901681488224614,2.5019338777623505,93.23608314703226,1.0420198062083585,0.050707231422889756,0.490786106789303,0.002380764242998103
2.3823953331481094,2.49967910927899,67.80699009576503,1.8429060433155942,0.05100117543445528,0.5501706720415549,0.0025426884465716993
2.4888916466676823,2.505357666553157,68.4133987943064,1.6054956954570168,0.04244714192123153,0.5750403048931606,0.0015399392700326366
2.263683799409793,2.4906521126910963,83.59646531571566,1.693904953900352,0.04871973287981646,0.5467990898839611,0.003144388512755278
2.7904387235959733,2.5016055460281477,90.69555965859935,0.8107678964075353,0.05107386463894203,0.522836241781435,0.0029752861427152677
2.5829079946109075,2.503150966775631,71.86968045787135,1.4267584551401296,0.04826322074022413,0.5036421067491268,0.0048508964336279525
2.2857266753547067,2.497519978122148,86.29192383333321,1.2579913091439554,0.053373544440894226,0.5342906776090103,0.005670935272334147
2.3539009097237544,2.5009572020557904,96.10867449172622,0.8286455766893555,0.04971949496481818,0.4940697043101171,0.0031726309682368024
2.7271382459851052,2.5000291430557544,81.39766855150759,1.2953181390919186,0.04751470583906575,0.4947642450867736,0.007621165182113713
2.395973241723893,2.5012263088033313,92.19752948843723,0.9513597399502369,0.051693662315137626,0.5247612902874678,0.0017162001402934246
2.4086477256546672,2.5025588295403973,87.66649695399009,0.8922006044934991,0.05057470326677846,0.5337400665668789,0.002711271244099433
2.2173499365751232,2.499325501209041,100.94799889732921,1.4646134610174943,0.046049797812359114,0.6923680453875529,0.002864696709167844
2.406014510458616,2.503397161101071,88.94306549851558,1.2396576374977444,0.05499398911205665,0.4839128928642066,0.004722154661149756
2.9888712060746854,2.4999439179106417,90.18658593719115,0.9130734776229295,0.0503605610518373,0.5004944316406832,0.0028635135058736826
3.000959517031344,2.499977013988022,89.3427437706757,0.8684472110257293,0.049805945671639366,0.496194897090547,0.0028443483865628247
2.350554719262717,2.502290619856159,93.41532251722052,0.8758341729103389,0.05150172606233994,0.5206601285823207,0.0027121515418675112
2.686507045286935,2.5013501348618887,91.87100723318501,1.068036546538452,0.028630050434022863,0.744004402032338,0.0030955443209428157
2.3131232792160867,2.49644570935726,86.139073604288,1.5933579968325295,0.044520091074543564,0.5130048638037658,0.004896695926893856
2.978912383724555,2.5001689774172995,90.2691639306895,0.9365532451735703,0.0497524564014069,0.5001420840334595,0.00212393782077708
2.210922199639892,2.494602956162194,93.87510963802906,1.5512185720832934,0.05573799655978697,0.4431396430130133,0.006066273090892034
2.78187305269796,2.5004386317686813,89.60456202194739,0.9088960492591429,0.04999794622353791,0.4976412178577189,0.0019385219217435234
3.00042707168264,2.4999779406172484,90.08904213508961,0.896188866118762,0.05000927136655502,0.5015552779045483,0.002988579833445459
2.7942475414916275,2.5018024915876724,89.97482319690144,0.8957282164660008,0.050146204056037424,0.5199332856478133,0.0023566871268746624
2.2044258277130955,2.4934344868938636,96.72037414548355,1.5481901723553257,0.05003596381079779,0.5570519668736947,0.0038879946847934646
2.122356515632487,2.4989572717185475,101.36308135991517,1.3543802219352699,0.05275581124504263,0.4875508952326419,0.0030103138899676136
2.992267430725507,2.5001094799441557,90.00005082386079,0.8535848844993499,0.05060741026711392,0.49151719558487217,0.002933781013568091
2.241973944265717,2.43240354290807,99.89404627810697,1.3320078293825939,0.05078804613406762,0.5808651658308797,0.008431069798206998
3.000008491799279,2.5000074320874215,90.02857109128283,0.9008825145018171,0.049991619131542896,0.49992489191948714,0.0030425340823588424
2.797851139576223,2.500000270803551,92.15120436922744,1.3204412105052095,0.04963685508499253,0.5015606300730071,0.002999620024851825
2.299666955765601,2.4925610867559844,88.96051934321389,1.3033682716714519,0.05210980068850312,0.5067996076191615,0.003491001176882806
2.8869302130357504,2.4999999167318756,90.01582448024634,1.2207082063702126,0.050579584557400775,0.5013201337759541,0.002666339581939767
2.7491369480972816,2.5032930566414158,88.83525799634994,0.8272839110481796,0.04997845362917406,0.4946419341135226,0.002978899992937247
2.226672634985907,2.4920375127888152,101.77520185871492,1.4107789227874807,0.05187495230267059,0.5996000462733253,0.003040695182327916
2.3093755255639117,2.5016845945045882,90.25421252886892,0.9028310954151995,0.06504559901751197,0.5581130327027203,0.003201620895070009
2.9457614722649006,2.499917048340697,90.98571144191408,0.8966006486419709,0.05002721311176828,0.5000429601675642,0.002806957076782441
2.257631935061055,2.500575759830269,86.252221265497,1.668013166866171,0.05196689243498607,0.48347596664351006,0.003719159842338634
2.323879583956448,2.5446835272999304,92.50942791809938,0.8727711454820537,0.050607649737092586,0.516351196430829,0.002512416279185319
2.893512033786312,2.4986264183420706,88.90686753215928,0.8928070492772213,0.04995502830905188,0.4932918904617078,0.0031728875547203978
2.999929303593852,2.500001479427003,90.00339428071567,0.900176291791638,0.05000161904198375,0.4999423650086228,0.002998487391835246
2.9993427998537934,2.500016645621408,89.39549242598537,0.9265580050382984,0.04997228511891054,0.4965989652628972,0.0030303491032797163
2.3856859004647615,2.5055117289505273,94.68761392917196,0.6992008437807806,0.056158600550932025,0.35683731785546996,0.0023329902409984027
3.000006824290186,2.5000015701142058,90.00254085471587,0.900789063068093,0.05000048988399438,0.49999495078492023,0.003000011774241755
2.2916654487045274,2.5013444947407364,91.86821816002424,1.4154689644940321,0.05016152118756756,0.5065195714948506,0.0027052410850601878
2.4174361281744123,2.4983043003151724,87.6295479090091,0.9242515529787994,0.05136810483331945,0.5552380150364369,0.0035827898805584246
3.0000809713898655,2.50000010011371,90.00048086191671,0.9000545700026308,0.049999952717067406,0.49999497466715853,0.0030001033218096276
2.9965923853005894,2.5000219755802804,90.09281706292025,0.9015247858170554,0.04995142297405927,0.5004154674432266,0.003077154189752946
2.3949587445009,2.500970296500883,92.9265329570452,1.0910202760416192,0.05603486718820157,0.5228187718459647,0.0022320072614565476
2.2975198605867333,2.5435346361413673,88.99380443167027,1.159246635092268,0.05255454083582645,0.2969655197521818,0.0012442330736474694
2.7710796856790583,2.4998959932605427,88.5549889845791,0.9525090545981967,0.05204337520463845,0.5194695227057621,0.002649326820996517
2.7539413333393084,2.496060757966229,95.98340998868365,1.010606682483945,0.05037691159732775,0.48273793309394614,0.004500634379251791
2.3050018959596925,2.5045609944725817,95.70324447289973,0.8219890532752654,0.05063570102223981,0.4526160458239817,0.0031563191834027356
2.8210994068981594,2.5026138281146495,87.79239418816633,0.8299795456908885,0.0506509582435767,0.5034234982046765,0.003078488310042549
2.994634252676156,2.5000976951141407,89.8178195808325,0.8584116072210066,0.05044491756728789,0.49896077973937175,0.0030312690578397587
2.887563392103619,2.4986047929741297,91.6524847150017,1.0800247330643105,0.050004978904925064,0.5085838810662132,0.00305242518225154
2.3754916215717037,2.5004101913154475,90.57987590811547,1.0726444808656475,0.0513652084960922,0.45685808926554056,0.005032520030659135
2.3189290065966213,2.499235023718974,91.48555487895078,1.427922574969573,0.05113730933267917,0.5875953590877974,0.0022928903066656205
2.9998262387812002,2.4999997116614314,90.00108987681696,0.9007926122861816,0.04999903802838091,0.5000068533017386,0.0029991522995043715
3.0012951234284277,2.499990566139647,89.99015964383504,0.9000426434740465,0.04995037920183471,0.4971570387739133,0.002984129302133131
2.4399635132971165,2.501941849004465,80.26202569075662,1.2212618111996205,0.05273296181118751,0.46143234953985807,0.0017267869069500876
