,R_0_start,k,x0,R_0_end,prob_I_to_C,prob_C_to_D,s
0,2.567503212258483,0.4777755115496684,100.1866977963481,1.2281344780542762,0.0627465372470937,0.7937672436296834,0.001000085012169355
1,2.7242967728950584,0.08716120108529858,96.32490825065173,0.9670320004430686,0.060150215418737364,0.7999934808056897,0.0010323467702882771
2,2.597296942713794,0.3187350978145388,97.7155093274903,1.235311680323835,0.0744841774444266,0.06327052088455912,0.0010000000003359609
3,2.589403255105809,0.3513535263634414,98.57048637266716,1.2678874069323436,0.05891415428435135,0.7996923795432078,0.0010000000020136477
4,2.838317167942689,0.06164592499245671,92.99076898972076,0.9164119528313621,0.05999013141999111,0.7998972863799331,0.001000024179460409
5,2.5947846800437073,0.6359761520155754,98.11843315810688,1.278613679080929,0.05788538717181966,0.7999999988299903,0.0010550135464054596
6,2.5807107311991255,1.9298264817011135,98.76162758658195,1.2885446905806774,0.05805374640417753,0.799877840201297,0.001000019967017291
7,2.5827726099404815,0.3297424445614506,99.65784294356891,1.2083091657786496,0.0606058744540115,0.7999999994011667,0.0010000000000094775
8,2.574360352521855,0.9662184833357865,99.57730763871004,1.2591282744819206,0.059991179171631236,0.7309756911035861,0.0010001279439103288
9,2.9053863760149623,0.05453752957367839,92.41951025159824,0.8299742084950374,0.05197922413885816,0.7878457447907178,0.0010249316056102932
10,2.5834002220825805,0.5735604804966383,99.571811542863,1.2236495269349106,0.057549895831046916,0.7999997400561012,0.001000058200287854
11,2.617337828425365,0.1841184067253174,98.50650236351585,1.1392518205768842,0.05905564771105498,0.7999588221718106,0.0010098812990563158
12,2.5791823440548787,0.5392421064067597,99.73220368887662,1.2142121298748405,0.06263467326902487,0.7999999333074378,0.0010000572057649606
13,2.59819976890189,0.3007109428121478,98.09064693714734,1.2412433365855744,0.06190704887683229,0.7999994669122449,0.0010000000000015853
14,4.162138299928594,1.1069881484284128,56.33465428487975,3.2464790181334657,0.0574701655501157,0.6940084958323929,0.0055045483942261315
15,2.791232347929835,0.06654818683486002,95.84290675524866,0.8602661100735403,0.05918658154738679,0.799983127255858,0.001000018736987696
16,2.6526987762877328,0.09857840952643569,100.2116480878112,0.9423362748622715,0.06576650565215923,0.7999999970800287,0.0010035780198907715
17,2.576344262446025,0.5878229067002916,99.57687748766469,1.2346021033882522,0.06258444014208836,0.792641766311927,0.0010000000113565093
18,2.6610133387713844,0.1416954652974265,95.45014104503585,1.1773517728531775,0.05655937495301073,0.7999999994660801,0.0010000000000013893
19,2.562046562388284,0.7342073143713372,99.7401027102771,1.2151807390550429,0.09955778267899985,0.08191707897091771,0.009989315056681491
20,2.5874316555598096,0.28900310020403336,98.95145651985145,1.2045790116236497,0.0610627033475688,0.7835172266714097,0.0010000000141470755
21,2.579080552557305,0.5216045493061883,98.85592587730557,1.2748768391181629,0.05931341183734806,0.7997039075943092,0.0010000115011455743
22,2.58386962986847,1.0201089899720361,98.53302218308,1.2894133480497423,0.059843588683281684,0.7992352524193581,0.0010005314660542649
23,2.580280487731857,0.3537204807749717,99.99076867564015,1.196283921029493,0.05786936941895982,0.7999999996764078,0.001000076039475796
24,2.5839562822091375,0.27017731488854224,99.56033256647763,1.2080818865523717,0.060639509696400556,0.7999978855986317,0.0010011891999635242
25,2.5808118292769295,0.344373978407197,100.08418872062228,1.176603694967594,0.05950441138014375,0.7981433017532555,0.0010000169272374117
26,2.585522566760819,0.4806810245676635,99.13941930637986,1.2305974527544912,0.059635625264937306,0.7998712171687999,0.001000026367933694
27,2.7458802004552805,0.08212211535673987,94.7830201469935,1.005357145642814,0.05878305740020707,0.7999248741964449,0.0010000004630053277
28,2.5719395946491774,0.7376674381498686,99.89459437482007,1.2545102870592844,0.05759659483070491,0.7996291049990483,0.0010000000000017517
29,2.5993933723605496,0.3315326933940008,98.08498256467291,1.2399663212536833,0.05591383963175053,0.7999998467255812,0.0010000000010086598
