,R_0_start,k,x0,R_0_end,prob_I_to_C,prob_C_to_D,s
0,2.6071785407821757,0.10887449803549855,100.84811923698561,1.179727124329951,0.07613619674258118,0.48232053852116746,0.009999999994518317
1,2.6048164095952497,0.12142840658527816,99.34898055766361,1.282397114303026,0.06962023224807136,0.5193142566289953,0.00999992644621811
2,2.581267713618065,0.38658352335333385,97.73542472849924,1.4576724120003846,0.05460808411918862,0.700802974470534,0.00996924116973662
3,2.5689814183826587,0.3227432207529634,98.35662770757025,1.4375977868892584,0.07182879654085744,0.6094575550864338,0.009998485991731376
4,2.5928952705328534,0.15009918459952623,99.67809813397766,1.3132932140224387,0.054157296610947245,0.7140025725913138,0.009999928640820728
5,2.5663244951661306,0.9474605075424999,98.14030783163302,1.461855932541533,0.07428143005458834,0.5822534253352902,0.009999992141163705
6,2.57204339909472,0.30188221432914,98.91339577869628,1.4205253074497486,0.06084526283251944,0.7992807932433843,0.009999695294924109
7,2.588265741439292,0.22400022498203678,98.21469076942881,1.4186403756153352,0.04719240639519361,0.799672433839693,0.00877218751359075
8,2.5789292081973363,0.2676557770452844,98.86596624708942,1.429048663117615,0.04716952415751598,0.7961283314845804,0.009999890823241951
9,2.5678254617499667,0.25677096717702186,99.50887552227569,1.4019600084417947,0.06961631208847702,0.5451150240545386,0.009999999999998191
10,2.583718117943416,0.20833008270140377,98.99007175560806,1.3804677099747167,0.0640732329194111,0.5431097353516707,0.009999998704793043
11,2.565334012426601,1.8801094590100471,97.46663425486452,1.5071187027708184,0.07319958879710947,0.5129113310273978,0.009999999639901874
12,2.5903232698475023,0.17645598684494887,99.42030825054277,1.3291855815053077,0.05783535454730451,0.6535301242360219,0.00999798637825422
13,2.5740050595176993,0.3011221064001817,98.2465338882485,1.442827828961589,0.057857833875156535,0.7986014784226426,0.009999989889715646
14,2.5690106108352544,0.7079083141077864,98.37983652984025,1.4696318869865082,0.06385650582329559,0.6604532136696901,0.00999998528447673
15,2.576410779734,0.2644048047363579,98.13837192698782,1.4370795120692934,0.07189805992727441,0.49006583974145745,0.009999999996143337
